,ref_index,ref_mz,ref_z,ref_MS1,ref_minMS1,ref_maxMS1,ref_RT,ref_minRT,ref_maxRT,ref_intensity,ref_SNratio,ref_PercentageTF,comp_index,comp_mz,comp_z,comp_MS1,comp_minMS1,comp_maxMS1,comp_RT,comp_minRT,comp_maxRT,comp_intensity,comp_SNratio,comp_PercentageTF
0,19.0,153.0180097,1.0,5022.0,5001.0,9999.0,598.89,596.7040000000001,1136.82,67399904.0,10450.1,47.5111,150.0,153.01800402408895,1.0,5337.0,5001.0,9999.0,607.7367173201134,596.8330000000001,1137.35,32189012.0,8613.4,47.5242
1,687.0,214.1183148,0.0,7143.0,6996.0,9999.0,827.37,811.472,1136.82,49893192.0,8187.5,28.6191,606.0,214.11836452198452,0.0,7122.0,6996.0,9957.0,825.4813224378952,812.2510000000001,1132.93,17466876.0,3810.9,28.1953
2,304.0,172.0965765,1.0,5715.0,5568.0,9999.0,673.32,657.54,1136.82,41345768.0,7003.4,42.1597,334.0,172.09659255585314,1.0,5925.0,5799.0,9873.0,665.9643313026996,682.799,1123.95,13313487.0,3858.3,38.7876
3,1414.0,131.0334436,1.0,9831.0,5001.0,9999.0,1118.89,596.7040000000001,1136.82,31415838.0,7930.8,47.5111,1243.0,131.0334626368655,1.0,9831.0,5001.0,9999.0,1121.0811647192027,596.8330000000001,1137.35,32696112.0,7071.7,47.5242
4,20.0,206.0810975,1.0,5022.0,5001.0,8025.0,598.89,596.7040000000001,922.684,25280094.0,3919.6,28.6747,134.0,206.0811299479141,1.0,5274.0,5106.0,7815.0,605.426045983508,608.19,900.842,9426306.0,2538.3,25.730999999999998
5,243.0,163.0386441,1.0,5631.0,5001.0,9999.0,664.28,596.7040000000001,1136.82,24536656.0,5111.4,47.5111,359.0,163.03864273491993,1.0,6009.0,5001.0,9999.0,673.4005414682031,596.8330000000001,1137.35,12350889.0,3439.8,47.5242
6,416.0,190.0531522,1.0,6198.0,6072.0,7857.0,725.4,711.768,904.357,18731898.0,4704.4,16.941,421.0,190.0531942334046,1.0,6387.0,6261.0,7521.0,724.1154981958215,732.692,869.191,10099253.0,2839.4,12.0015
7,271.0,245.0924088,1.0,5673.0,5421.0,7122.0,668.85,641.748,825.069,18503876.0,3316.8,16.1258,279.0,245.09236632893501,1.0,5820.0,5694.0,6408.0,657.3311577258496,671.433,748.564,5902466.0,1646.4,6.7816
8,182.0,172.0391003,1.0,5484.0,5274.0,9999.0,648.51,625.953,1136.82,16147057.0,4463.9,44.9382,208.0,172.0390720493156,1.0,5631.0,5085.0,9978.0,640.4691106460219,605.9490000000001,1135.17,17013094.0,4154.8,46.5311
9,339.0,174.0547229,1.0,5757.0,5547.0,9957.0,677.84,655.29,1132.36,16044763.0,3001.7,41.9653,380.0,174.05474877883444,1.0,6114.0,5736.0,8319.0,685.5143638159507,675.944,955.582,4553930.0,1368.1,24.5868
10,468.0,167.0336065,1.0,6345.0,5001.0,9999.0,741.26,596.7040000000001,1136.82,15960724.0,3623.1,47.5111,444.0,167.0335898831003,1.0,6471.0,5001.0,9999.0,736.6856643669853,596.8330000000001,1137.35,8302310.0,2308.5,47.5242
11,1470.0,173.0805886,1.0,9957.0,5001.0,9999.0,1132.36,596.7040000000001,1136.82,15659142.0,3721.3,47.5111,1282.0,173.0805999678012,1.0,9957.0,5001.0,9999.0,1131.7850671043968,596.8330000000001,1137.35,12605375.0,2720.1,47.5242
12,1525.0,159.0284428,1.0,9999.0,9495.0,9999.0,1136.82,1082.59,1136.82,15309561.0,3265.5,4.7703,1325.0,159.02844318818538,1.0,9999.0,8949.0,9999.0,1134.9384661608158,1023.84,1137.35,15661749.0,3048.5,9.9802
13,1064.0,208.93349750000002,0.0,8739.0,5001.0,9999.0,1000.32,596.7040000000001,1136.82,14776811.0,4096.3,47.5111,890.0,208.9334829929929,0.0,8718.0,5001.0,9999.0,1000.3285414169317,596.8330000000001,1137.35,18834714.0,5234.8,47.5242
14,585.0,213.1233571,1.0,6849.0,6597.0,7752.0,795.54,768.408,892.913,13926390.0,3198.6,10.952,564.0,213.12334630115504,1.0,6996.0,6891.0,7857.0,803.0489057293433,800.8589999999999,905.3560000000001,3339312.0,1066.2,9.1878
15,1047.0,129.01783899999998,1.0,8655.0,5001.0,9999.0,991.29,596.7040000000001,1136.82,13875854.0,4982.0,47.5111,871.0,129.01785341950773,1.0,8613.0,5001.0,9999.0,990.1522425824,596.8330000000001,1137.35,14429256.0,4907.1,47.5242
16,197.0,141.0289866,1.0,5526.0,5106.0,9999.0,653.01,607.942,1136.82,13294598.0,3591.0,46.5226,230.0,141.02900071627727,1.0,5673.0,5043.0,9453.0,644.3760120707927,601.429,1078.66,6660998.0,1716.5,41.9599
17,549.0,110.02327779999999,1.0,6744.0,5022.0,9999.0,784.28,598.895,1136.82,12776403.0,3153.4,47.3184,538.0,110.02327235650614,1.0,6891.0,5001.0,9999.0,788.0188260026778,596.8330000000001,1137.35,8033438.0,2378.2,47.5242
18,451.0,176.0374355,1.0,6324.0,6093.0,8025.0,739.06,714.057,922.684,12421010.0,2929.0,18.3518,460.0,176.03741850546285,1.0,6492.0,6282.0,7521.0,739.5486144985886,734.9689999999999,869.191,6005494.0,1683.5,11.8013
19,1471.0,172.9566594,6.0,9957.0,5001.0,9999.0,1132.36,596.7040000000001,1136.82,11742405.0,2790.5,47.5111,1283.0,172.9566538536886,6.0,9957.0,5001.0,9999.0,1131.7850671043968,596.8330000000001,1137.35,10882370.0,2348.3,47.5242
20,633.0,122.0232997,1.0,7017.0,5001.0,9999.0,813.76,596.7040000000001,1136.82,11546902.0,2814.6,47.5111,583.0,122.02328176401954,1.0,7038.0,5001.0,9999.0,810.4885994586737,596.8330000000001,1137.35,7603012.0,2173.8,47.5242
21,1348.0,187.09640100000001,1.0,9684.0,5001.0,9999.0,1103.03,596.7040000000001,1136.82,11401977.0,3263.9,47.5111,1181.0,187.09646128615609,1.0,9684.0,5001.0,9999.0,1106.8167374756517,596.8330000000001,1137.35,11940744.0,3013.6,47.5242
22,244.0,178.04971619999998,1.0,5631.0,5400.0,9999.0,664.28,639.491,1136.82,10235237.0,2132.2,43.7474,280.0,178.04969963637913,1.0,5820.0,5589.0,9999.0,657.3311577258496,660.1189999999999,1137.35,3993259.0,1113.9,41.9599
23,688.0,310.10678160000003,0.0,7143.0,7017.0,8466.0,827.37,813.758,970.705,9575057.0,1571.3,13.8058,608.0,310.1066889504154,0.0,7122.0,7017.0,8403.0,825.4813224378953,814.518,964.696,3534333.0,771.1,13.2042
24,1472.0,232.97816880000002,1.0,9957.0,5001.0,9999.0,1132.36,596.7040000000001,1136.82,8846042.0,2102.2,47.5111,1284.0,232.9781898013967,1.0,9957.0,5001.0,9999.0,1131.7850671043968,596.8330000000001,1137.35,9917886.0,2140.2,47.5242
25,236.0,135.0298116,1.0,5610.0,5169.0,8928.0,662.02,614.632,1020.74,8381372.0,1833.2,35.7232,255.0,135.02980816786337,1.0,5715.0,5001.0,7983.0,649.3311509398103,596.8330000000001,919.0889999999999,3452374.0,908.4,28.3339
26,689.0,203.0814871,1.0,7143.0,7017.0,8277.0,827.37,813.758,950.1360000000001,7658446.0,1256.8,11.9964,610.0,203.08144098607158,1.0,7122.0,7017.0,8256.0,825.4813224378952,814.518,948.7339999999999,2713648.0,592.1,11.8008
27,1244.0,128.0338545,1.0,9306.0,5001.0,9999.0,1061.99,596.7040000000001,1136.82,6648147.0,2651.1,47.5111,1066.0,128.03386331336824,1.0,9306.0,5001.0,9999.0,1063.5072075856951,596.8330000000001,1137.35,6376346.0,2109.3,47.5242
28,351.0,149.0264906,1.0,5778.0,5568.0,9999.0,680.08,657.54,1136.82,6607381.0,1294.9,42.1597,381.0,149.0264508863933,1.0,6114.0,5820.0,9999.0,685.5143638159507,685.076,1137.35,3897922.0,1171.1,39.7656
29,671.0,170.0905131,1.0,7122.0,6996.0,9915.0,825.07,811.472,1127.88,6519722.0,1098.4,27.8327,609.0,170.0904878282651,1.0,7122.0,6996.0,8886.0,825.4813224378952,812.2510000000001,1016.99,2809259.0,612.9,18.0014
30,929.0,155.0074263,1.0,7857.0,7752.0,8004.0,904.36,892.913,920.368,6393714.0,2382.8,2.4151,765.0,155.00734954320066,1.0,7815.0,7731.0,7962.0,901.3699262682098,891.763,916.7819999999999,5647303.0,1930.3,2.1998
31,690.0,181.0494352,1.0,7143.0,5001.0,9999.0,827.37,596.7040000000001,1136.82,6080977.0,997.9,47.5111,607.0,181.04939708233607,1.0,7122.0,5001.0,9999.0,825.4813224378952,596.8330000000001,1137.35,5553795.0,1211.7,47.5242
32,1277.0,146.0445138,1.0,9432.0,8907.0,9999.0,1075.68,1018.47,1136.82,6071204.0,2023.6,10.4106,1111.0,146.04452556098863,1.0,9411.0,8277.0,9999.0,1073.483204628711,951.0189999999999,1137.35,5081042.0,1808.0,16.3829
33,1065.0,210.9304909,0.0,8739.0,5001.0,9999.0,1000.32,596.7040000000001,1136.82,5966212.0,1653.9,47.5111,891.0,210.93046673504213,0.0,8718.0,5001.0,9999.0,1000.3285414169317,596.8330000000001,1137.35,7623559.0,2118.9,47.5242
34,198.0,235.9527012,0.0,5526.0,5001.0,9999.0,653.01,596.7040000000001,1136.82,5880760.0,1588.5,47.5111,310.0,235.95269895545263,0.0,5862.0,5001.0,9999.0,660.3269101832486,596.8330000000001,1137.35,6401566.0,2000.4,47.5242
35,212.0,238.0196173,1.0,5547.0,5400.0,7605.0,655.29,639.491,877.053,5767763.0,1534.2,20.8971,231.0,238.0195551001609,1.0,5673.0,5526.0,7458.0,644.3760120707927,653.331,862.3489999999999,3198615.0,824.3,18.3776
36,130.0,151.03880869999998,0.0,5253.0,5001.0,9999.0,623.67,596.7040000000001,1136.82,5236980.0,1369.5,47.5111,192.0,151.0387603067379,1.0,5547.0,5001.0,9999.0,630.5796459047064,596.8330000000001,1137.35,3667225.0,1070.7,47.5242
37,1308.0,171.0286311,1.0,9495.0,7983.0,9999.0,1082.59,918.053,1136.82,4780884.0,1544.4,19.2438,1131.0,171.0286441345901,1.0,9474.0,9306.0,9999.0,1079.43032079843,1062.64,1137.35,4615170.0,1433.9,6.5688
38,1134.0,144.0651911,1.0,8823.0,6576.0,9999.0,1009.35,766.1460000000001,1136.82,4629232.0,1572.3,32.6062,944.0,144.0652091456667,1.0,8781.0,5169.0,9999.0,1005.8745631638684,614.966,1137.35,3782378.0,1049.0,45.9299
39,1.0,326.109845,1.0,5001.0,5001.0,7101.0,596.7,596.7040000000001,822.845,4583411.0,812.2,19.8924,38.0,326.1098749374032,1.0,5043.0,5001.0,6009.0,602.0669766931068,596.8330000000001,705.425,2074553.0,581.6,9.5478
40,616.0,267.0728234,1.0,6954.0,6807.0,8214.0,806.96,791.053,943.232,4426946.0,1288.6,13.3864,565.0,267.0727880903192,1.0,6996.0,6870.0,7752.0,803.0489057293433,798.587,894.0010000000001,1507992.0,481.5,8.3892
41,1112.0,286.9112708,0.0,8781.0,5001.0,9999.0,1004.83,596.7040000000001,1136.82,4402754.0,1535.9,47.5111,943.0,286.91125000980844,0.0,8781.0,5001.0,9999.0,1005.8745631638684,596.8330000000001,1137.35,4470580.0,1239.9,47.5242
42,1184.0,157.0240465,1.0,9033.0,8907.0,9999.0,1032.21,1018.47,1136.82,4260319.0,1749.9,10.4106,1004.0,157.02403516601458,1.0,9012.0,8886.0,9852.0,1031.4432343422097,1016.99,1121.7,4191460.0,1416.3,9.2065
43,691.0,213.11507379999998,1.0,7143.0,7017.0,8004.0,827.37,813.758,920.368,4201176.0,689.4,9.3779,612.0,213.11499930014156,1.0,7122.0,7038.0,8088.0,825.4813224378953,816.784,930.431,1444024.0,315.1,9.9923
44,340.0,130.06481000000002,1.0,5757.0,5652.0,6555.0,677.84,666.575,763.887,4078586.0,763.0,8.56,382.0,130.0647634324103,1.0,6114.0,6030.0,6576.0,685.5143638159507,707.71,766.7769999999999,966881.0,290.5,5.1934
45,692.0,164.07031519999998,1.0,7143.0,6681.0,9852.0,827.37,777.45,1121.11,3991124.0,654.9,30.2299,611.0,164.0702926503479,1.0,7122.0,6450.0,8970.0,825.4813224378953,753.1289999999999,1026.12,1699216.0,370.7,24.0024
46,341.0,464.30044869999995,1.0,5757.0,5673.0,6093.0,677.84,668.8480000000001,714.057,3983773.0,745.3,3.9768,298.0,464.30034198234915,1.0,5841.0,5757.0,6114.0,658.5916630015125,678.216,716.803,999238.0,302.0,3.3927
47,634.0,207.07639530000003,1.0,7017.0,6891.0,8550.0,813.76,800.078,979.809,3882504.0,946.4,15.81,584.0,207.07634596821686,1.0,7038.0,6891.0,8319.0,810.4885994586737,800.8589999999999,955.582,1254470.0,358.7,13.6038
48,1349.0,181.07053340000002,1.0,9684.0,7206.0,9999.0,1103.03,834.128,1136.82,3815986.0,1092.4,26.6262,1183.0,181.0705599847842,1.0,9684.0,7668.0,9999.0,1106.8167374756517,884.967,1137.35,3697982.0,933.3,22.1904
49,1350.0,165.017934,1.0,9684.0,5022.0,9999.0,1103.03,598.895,1136.82,3753789.0,1074.6,47.3184,1182.0,165.01793675656515,1.0,9684.0,5001.0,9999.0,1106.8167374756517,596.8330000000001,1137.35,4701455.0,1186.6,47.5242
50,693.0,162.02166369999998,1.0,7143.0,7017.0,9390.0,827.37,813.758,1071.1,3725254.0,611.3,22.636999999999997,650.0,162.02163992133544,1.0,7164.0,7080.0,8991.0,832.0240907341223,821.378,1028.41,1698003.0,444.8,18.203
51,1473.0,232.92388430000003,0.0,9957.0,5001.0,9999.0,1132.36,596.7040000000001,1136.82,3700001.0,879.3,47.5111,1285.0,232.9238874949132,0.0,9957.0,5001.0,9999.0,1131.7850671043968,596.8330000000001,1137.35,3204038.0,691.4,47.5242
52,1451.0,265.0823269,1.0,9915.0,9789.0,9999.0,1127.88,1114.37,1136.82,3580438.0,946.6,1.9748,1269.0,265.0823197420411,1.0,9894.0,9810.0,9999.0,1126.9487437515452,1117.21,1137.35,2650239.0,605.6,1.7708
53,322.0,306.0572363,1.0,5736.0,5316.0,7311.0,675.6,630.491,845.461,3579180.0,594.0,18.9098,297.0,306.0572468963954,1.0,5841.0,5547.0,7500.0,658.5916630015125,655.602,866.916,7650012.0,2312.0,18.5795
54,1323.0,173.0554642,1.0,9621.0,9411.0,9999.0,1096.24,1073.4,1136.82,3546846.0,1037.7,5.5787,1156.0,173.0554799649407,1.0,9600.0,9453.0,9978.0,1095.070023013537,1078.66,1135.17,3226970.0,1020.5,4.9686
55,1066.0,160.84072609999998,0.0,8739.0,8655.0,8844.0,1000.32,991.29,1011.63,3385626.0,938.5,1.7892,892.0,160.84075548969815,0.0,8718.0,8634.0,8886.0,1000.3285414169317,989.758,1016.99,4468964.0,1242.1,2.3943
56,1158.0,137.0342091,1.0,8970.0,5001.0,9999.0,1025.32,596.7040000000001,1136.82,3343671.0,1058.4,47.5111,985.0,137.03420008423117,1.0,8949.0,5001.0,9999.0,1023.9826738126105,596.8330000000001,1137.35,2936434.0,886.0,47.5242
57,22.0,326.9837877,1.0,5022.0,5001.0,8550.0,598.89,596.7040000000001,979.809,3310700.0,513.3,33.6997,151.0,326.9837549826557,1.0,5337.0,5148.0,7647.0,607.7367173201134,612.7280000000001,882.715,2441793.0,653.4,23.7383
58,1067.0,162.83773080000003,0.0,8739.0,8655.0,8865.0,1000.32,991.29,1013.93,3242454.0,898.8,1.9915,893.0,162.83773611246562,0.0,8718.0,8655.0,8865.0,1000.3285414169317,992.062,1014.73,4202218.0,1167.9,1.9931
59,1020.0,130.0495012,1.0,8508.0,6450.0,9999.0,975.27,752.4839999999999,1136.82,3222915.0,1195.8,33.808,849.0,130.04949983076435,1.0,8466.0,6492.0,9999.0,974.254307283106,757.7080000000001,1137.35,3199244.0,884.7,33.3795
60,1474.0,310.9014045,0.0,9957.0,5001.0,9999.0,1132.36,596.7040000000001,1136.82,3199335.0,760.3,47.5111,1286.0,310.9013934617753,0.0,9957.0,5001.0,9999.0,1131.7850671043968,596.8330000000001,1137.35,2683166.0,579.0,47.5242
61,989.0,218.1023734,1.0,8235.0,8130.0,9180.0,945.56,934.028,1048.26,3172001.0,1322.7,10.0484,813.0,218.1023408059616,1.0,8235.0,8109.0,9222.0,947.1976915979058,932.7460000000001,1053.48,3721870.0,1114.1,10.6154
62,305.0,243.06145120000002,1.0,5715.0,5568.0,6912.0,673.32,657.54,802.362,3001271.0,508.4,12.7392,283.0,243.0613256923148,1.0,5820.0,5715.0,6870.0,657.3311577258496,673.697,798.587,855287.0,238.6,10.9808
63,417.0,364.01880869999997,1.0,6198.0,6093.0,7101.0,725.4,714.057,822.845,2897857.0,727.8,9.5695,422.0,364.0188409649247,1.0,6387.0,6282.0,6618.0,724.1154981958215,734.9689999999999,771.309,1549190.0,435.6,3.1951
64,306.0,268.0851629,1.0,5715.0,5610.0,6282.0,673.32,662.0210000000001,734.512,2880296.0,487.9,6.3766,348.0,268.0850911360421,1.0,5946.0,5820.0,6219.0,667.7981353597646,685.076,728.1139999999999,779750.0,235.2,3.7841
65,2.0,134.0458012,1.0,5001.0,5001.0,9999.0,596.7,596.7040000000001,1136.82,2842038.0,503.6,47.5111,4.0,134.04577636170535,1.0,5001.0,5001.0,9999.0,601.7054686024206,596.8330000000001,1137.35,1548766.0,415.3,47.5242
66,307.0,346.0623122,1.0,5715.0,5610.0,6261.0,673.32,662.0210000000001,732.2139999999999,2816346.0,477.0,6.1745,347.0,346.06223521268464,1.0,5946.0,5841.0,6324.0,667.7981353597646,687.3439999999999,739.4789999999999,957292.0,288.8,4.5839
67,530.0,286.10378039999995,1.0,6681.0,6576.0,7269.0,777.45,766.1460000000001,840.926,2769215.0,762.6,6.577999999999999,498.0,286.1037635440289,1.0,6723.0,6639.0,6996.0,768.9338976266716,773.6,812.2510000000001,1341595.0,390.1,3.3983
68,23.0,435.1510413,1.0,5022.0,5001.0,5820.0,598.89,596.7040000000001,684.574,2680381.0,415.6,7.7295,68.0,435.15111937331363,1.0,5085.0,5001.0,5505.0,602.4565833674341,596.8330000000001,651.0740000000001,922662.0,268.1,4.7691
69,833.0,103.0386252,0.0,7647.0,5001.0,9999.0,881.61,596.7040000000001,1136.82,2653648.0,834.4,47.5111,705.0,103.03863498404593,1.0,7626.0,5001.0,9999.0,879.582656133165,596.8330000000001,1137.35,2745672.0,691.2,47.5242
70,955.0,328.04449189999997,1.0,7983.0,7542.0,8802.0,918.05,870.25,1007.09,2606394.0,1011.2,12.0371,793.0,328.04447428262256,1.0,7962.0,7500.0,8361.0,917.4960118467287,866.916,960.154,2828610.0,911.6,8.1978
71,1204.0,116.0338852,1.0,9117.0,5001.0,9999.0,1041.4,596.7040000000001,1136.82,2598327.0,934.2,47.5111,1028.0,116.03388471388516,1.0,9096.0,5001.0,9999.0,1040.9834584324242,596.8330000000001,1137.35,2321106.0,847.1,47.5242
72,308.0,303.08269029999997,1.0,5715.0,5589.0,6723.0,673.32,659.7760000000001,782.0219999999999,2567845.0,435.0,10.7533,282.0,303.08263882563955,1.0,5820.0,5715.0,6555.0,657.3311577258496,673.697,764.5369999999999,1008298.0,281.3,7.987
73,882.0,136.1060299,0.0,7794.0,7668.0,9999.0,897.47,883.85,1136.82,2529460.0,831.0,22.2524,745.0,136.10604068401338,0.0,7794.0,7647.0,9999.0,898.8538786837827,882.715,1137.35,1491723.0,458.8,22.3884
74,635.0,295.9891767,1.0,7017.0,6912.0,7500.0,813.76,802.362,865.717,2494557.0,608.1,5.5729999999999995,585.0,295.9891546946214,1.0,7038.0,6954.0,7395.0,810.4885994586737,807.7339999999999,855.541,1015366.0,290.3,4.2034
75,169.0,146.96456469999998,0.0,5463.0,5001.0,9999.0,646.25,596.7040000000001,1136.82,2457099.0,725.3,47.5111,323.0,146.9645728612542,0.0,5883.0,5001.0,9999.0,662.0354278398173,596.8330000000001,1137.35,2693899.0,834.1,47.5242
76,586.0,309.1116841,1.0,6849.0,6744.0,7437.0,795.54,784.285,859.013,2413446.0,554.3,6.5734,566.0,309.1116754885201,1.0,6996.0,6912.0,7206.0,803.0489057293433,803.1510000000001,835.0360000000001,480179.0,153.3,2.8034
77,372.0,193.0705524,1.0,5862.0,5211.0,9999.0,689.11,619.187,1136.82,2320847.0,631.7,45.5334,376.0,193.07054018984024,1.0,6051.0,5001.0,9999.0,677.9146343204106,596.8330000000001,1137.35,1823848.0,554.2,47.5242
78,1526.0,115.03862959999998,1.0,9999.0,5001.0,9999.0,1136.82,596.7040000000001,1136.82,2306681.0,492.0,47.5111,1326.0,115.03864310542812,1.0,9999.0,5001.0,9999.0,1134.9384661608158,596.8330000000001,1137.35,2610962.0,508.2,47.5242
79,273.0,341.0801992,1.0,5673.0,5568.0,6093.0,668.85,657.54,714.057,2261779.0,405.4,4.9715,284.0,341.0800793604804,1.0,5820.0,5736.0,6324.0,657.3311577258496,675.944,739.4789999999999,596792.0,166.5,5.5862
80,453.0,340.9993708,1.0,6324.0,6114.0,7143.0,739.06,716.355,827.365,2224307.0,524.5,9.765,445.0,340.99929703549634,1.0,6471.0,6345.0,6870.0,736.6856643669853,741.7460000000001,798.587,1355555.0,376.9,4.9977
81,1326.0,217.04730919999997,1.0,9642.0,9495.0,9999.0,1098.49,1082.59,1136.82,2213566.0,581.9,4.7703,1163.0,217.04739057780802,1.0,9642.0,9474.0,9999.0,1100.8428494519324,1080.96,1137.35,2386947.0,643.5,4.958
82,323.0,279.0381517,1.0,5736.0,5589.0,7017.0,675.6,659.7760000000001,813.758,2145431.0,356.1,13.545,269.0,279.03801796089846,1.0,5799.0,5715.0,6828.0,656.0405496822443,673.697,794.025,667474.0,180.1,10.5797
83,782.0,152.034017,1.0,7437.0,5001.0,9999.0,859.01,596.7040000000001,1136.82,2075395.0,468.2,47.5111,681.0,152.03399601595046,1.0,7458.0,5001.0,9999.0,861.7673503869921,596.8330000000001,1137.35,1691910.0,573.7,47.5242
84,391.0,151.0248947,1.0,5988.0,5778.0,7206.0,702.68,680.0830000000001,834.128,1930018.0,571.0,13.5505,397.0,151.02482780521012,1.0,6240.0,5967.0,6912.0,703.7319299854657,700.909,803.1510000000001,1236068.0,406.4,8.9895
85,342.0,270.04329060000003,1.0,5757.0,5652.0,6156.0,677.84,666.575,720.8739999999999,1882326.0,352.2,4.7764,384.0,270.04309964192595,1.0,6114.0,6051.0,6324.0,685.5143638159508,709.9960000000001,739.4789999999999,329952.0,99.1,2.5923
86,1415.0,304.9995113,1.0,9831.0,9747.0,9999.0,1118.89,1109.87,1136.82,1864763.0,470.8,2.3706,1244.0,304.9995324278515,1.0,9831.0,9726.0,9999.0,1121.0811647192027,1108.25,1137.35,1754328.0,379.4,2.5586
87,765.0,361.1622369,1.0,7374.0,7290.0,8130.0,852.3,843.1610000000001,934.028,1823568.0,458.6,7.9931,665.0,361.1620615631226,1.0,7248.0,7143.0,7773.0,840.5139536886493,828.227,896.2860000000001,433808.0,131.4,5.984
88,1245.0,301.9997566,1.0,9306.0,8907.0,9999.0,1061.99,1018.47,1136.82,1760624.0,702.1,10.4106,1067.0,301.99983015668187,1.0,9306.0,9180.0,9936.0,1063.5072075856951,1048.93,1130.72,1489045.0,492.6,7.1913
89,1258.0,102.01823449999999,0.0,9348.0,7332.0,9999.0,1066.54,847.753,1136.82,1759495.0,625.4,25.4277,1089.0,102.01823887028401,1.0,9327.0,5106.0,9999.0,1065.506321482667,608.19,1137.35,1875704.0,684.3,46.5257
90,1113.0,288.9082392,0.0,8781.0,5001.0,9999.0,1004.83,596.7040000000001,1136.82,1746531.0,609.3,47.5111,945.0,288.9081980483809,0.0,8781.0,5001.0,9999.0,1005.8745631638684,596.8330000000001,1137.35,1814584.0,503.3,47.5242
91,1114.0,187.0366495,1.0,8781.0,8676.0,9222.0,1004.83,993.544,1052.81,1735856.0,605.5,5.2133,925.0,187.0366654791544,1.0,8739.0,8655.0,9201.0,1002.2088742401871,992.062,1051.19,1723249.0,514.4,5.1988
92,695.0,355.0150208,1.0,7143.0,6681.0,8193.0,827.37,777.45,940.918,1719026.0,282.1,14.3794,615.0,355.01494383203254,1.0,7122.0,6849.0,8550.0,825.4813224378953,796.317,980.612,926823.0,202.2,16.2039
93,1185.0,138.0182035,1.0,9033.0,5001.0,9999.0,1032.21,596.7040000000001,1136.82,1716201.0,704.9,47.5111,1005.0,138.01818549053561,1.0,9012.0,5001.0,9999.0,1031.4432343422097,596.8330000000001,1137.35,1687559.0,570.2,47.5242
94,858.0,177.0391571,1.0,7752.0,6450.0,9999.0,892.91,752.4839999999999,1136.82,1678977.0,608.9,33.808,727.0,177.03912282029683,1.0,7731.0,5064.0,9999.0,891.506181471542,603.705,1137.35,1426578.0,395.8,46.92
95,1497.0,370.8678018,0.0,9978.0,5001.0,9999.0,1134.56,596.7040000000001,1136.82,1633664.0,335.1,47.5111,1327.0,370.86778515568943,0.0,9999.0,5001.0,9999.0,1134.9384661608158,596.8330000000001,1137.35,1307916.0,254.6,47.5242
96,3.0,136.03897030000002,1.0,5001.0,5001.0,9999.0,596.7,596.7040000000001,1136.82,1583232.0,280.6,47.5111,88.0,136.0389453767706,1.0,5169.0,5001.0,9999.0,603.4830241862088,596.8330000000001,1137.35,13254123.0,3621.7,47.5242
97,84.0,188.03409630000002,1.0,5085.0,5001.0,9999.0,605.67,596.7040000000001,1136.82,1562253.0,293.3,47.5111,152.0,188.03403539604847,1.0,5337.0,5106.0,9936.0,607.7367173201134,608.19,1130.72,696731.0,186.4,45.9428
98,4.0,168.0652253,1.0,5001.0,5001.0,9978.0,596.7,596.7040000000001,1134.56,1551951.0,275.0,47.3123,27.0,168.06519699936442,1.0,5022.0,5001.0,9999.0,601.8828015565332,596.8330000000001,1137.35,806969.0,236.9,47.5242
99,864.0,157.0352676,1.0,7773.0,7647.0,9621.0,895.19,881.607,1096.24,1538243.0,500.7,18.8801,726.0,157.03524586725518,1.0,7731.0,7626.0,8928.0,891.506181471542,880.513,1021.55,1492774.0,414.2,12.4005
100,5.0,127.04817859999999,0.0,5001.0,5001.0,9999.0,596.7,596.7040000000001,1136.82,1511790.0,267.9,47.5111,2.0,127.04818530701539,0.0,5001.0,5001.0,9999.0,601.7054686024206,596.8330000000001,1137.35,6545480.0,1755.4,47.5242
101,1068.0,209.9329012,0.0,8739.0,5001.0,9999.0,1000.32,596.7040000000001,1136.82,1439947.0,399.2,47.5111,895.0,209.93289681408913,1.0,8718.0,5001.0,9999.0,1000.3285414169317,596.8330000000001,1137.35,1867023.0,518.9,47.5242
102,24.0,108.02017749999999,0.0,5022.0,5001.0,8067.0,598.89,596.7040000000001,927.2339999999999,1395819.0,216.4,29.075,155.0,108.02011773600883,0.0,5337.0,5001.0,7752.0,607.7367173201135,596.8330000000001,894.0010000000001,413793.0,110.7,26.1281
103,25.0,302.0694918,1.0,5022.0,5001.0,5253.0,598.89,596.7040000000001,623.6669999999999,1374316.0,213.1,2.3718,135.0,302.0694228746339,1.0,5274.0,5148.0,5631.0,605.426045983508,612.7280000000001,664.655,580830.0,156.4,4.5656
104,1363.0,131.04466440000002,0.0,9726.0,9558.0,9978.0,1107.58,1089.42,1134.56,1362886.0,412.3,3.9707,1184.0,131.04473393808084,1.0,9684.0,9579.0,9747.0,1106.8167374756517,1092.33,1110.48,1613245.0,407.2,1.5958
105,1069.0,130.9557639,0.0,8739.0,5001.0,9999.0,1000.32,596.7040000000001,1136.82,1346641.0,373.3,47.5111,894.0,130.95578122848931,0.0,8718.0,5001.0,9999.0,1000.3285414169317,596.8330000000001,1137.35,2168246.0,602.6,47.5242
106,1498.0,135.9436708,0.0,9978.0,8907.0,9999.0,1134.56,1018.47,1136.82,1342930.0,275.5,10.4106,1328.0,135.943639266483,0.0,9999.0,5967.0,9999.0,1134.9384661608158,700.909,1137.35,1271319.0,247.5,38.3735
